Domain,Category,SubCategory,ThreadTitle,ThreadUrl,Postid,Posturl,PublishTime,FetchTime,Author,Text, Links,reference_url,crawl_type
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4059824,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4059824,1470793920000,1541654712923,Animal,"
Member is not looking to stream. Preference is to use the TV as a pseudo wireless large monitor.I know that there are streaming devices like the Fire Stick that let you show streaming content on the television, but that isn't what I'm looking for. What I want is to just send the video that is on the Fire screen to the television via some kind of wireless connection. This would allow my wife to surf the web, but use the larger screen of the television as a monitor.Bold in quote is mine.
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4060021,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4060021,1470783480000,1541654712930,Havachat,"
Warthog-Fan, on 09 Aug 2016 - 09:00 PM, said: 
Havachat,
Thanks, I will look into this. I found the WD device on Amazon and one statement left me a little concerned. It states that it will work with any ""Miracast-enabled"" device. I opened the Users Guide on the Fire and did a search for Miracast, but no results were found. Also, you stated above that anything that you do on your Android Phone or Tablet will be displayed on the TV. The Kindle Fire uses a ""Fire OS"", not Android. Amazon seems to like to keep things proprietary which is a hassle for anyone that wants to work with other kinds of devices.
I'll try to find a Fire HD user forum and see if anyone there can confirm that this tablet will work with the WD device or whether there might be some other option.
My HTC M7 has no association with Wireless Display { Miracast } Function , its only a part of the WDTV Media Unit - Under - Setup / Network Settings / Wireless Display { Miracast } .
But its used via WDTV Unit as the Function - to Display the HTC Screen or Photos etcs , or anything i do on the Phone.
I do although select ""Media Output"" in ""Settings"" from the Phone and that detects the WDTV as a ""Miracast Device"" 
Which i select on the Phone and then it connects.
The Kindle is also based on Android { Read below } so i dont think it would be an issue with the WDTV Media , but i wouldnt like to steer you into the wrong direction in case it doesnt work.
FROM WIKI  -  Amazon FireOS is an Android-based mobile operating system produced by Amazon for its Fire Phone and Kindle Fire range oftablets, and other content delivery devices like Fire TV0x3B the tablet versions of the Kindle e-readers are the Fire range. It is forked from Android.Fire OS primarily centers on content consumption, with a customized user interface and heavy ties to content available from Amazon's own storefronts and services.
While the Kindle Fire line has always used customized distributions of Android, particularly 2.3.3 (API level 10) (Kindle Fire) and 4.0.3 (API level 15) (Fire HD), Amazon only began referring to the distribution as Fire OS beginning with its third iteration of Kindle Fire tablets, which includes the Fire HD 2nd generation and Fire HDX models. Unlike previous Kindle Fire models, whose operating system is listed as being ""based on"" Android, the Fire HDX ""FireOS 3.0"" operating system is listed as being ""compatible with"" Android0x3B FireOS 3 is forked from Android 4.2.2, (API level 17).[10][11][12] In the Fire HD (3rd generation) and Fire HDX (2nd generation) tablets, Fire OS 4 is included that is forked from Android 4.4.2 (API level 19).[13][14] Fire OS 4.5.1 is based on Android 4.4.3.[15][16] Fire OS 5.0 is based on Android 5.0 (API level 22).[17]
Edited by Havachat, 10 August 2016 - 04:48 PM.
","[u'https://en.wikipedia.org/wiki/Android_(operating_system)', u'https://en.wikipedia.org/wiki/Mobile_operating_system', u'https://en.wikipedia.org/wiki/Amazon.com', u'https://en.wikipedia.org/wiki/Fire_Phone', u'https://en.wikipedia.org/wiki/Kindle_Fire', u'https://en.wikipedia.org/wiki/Tablet_computer', u'https://en.wikipedia.org/wiki/Amazon_Fire_TV', u'https://en.wikipedia.org/wiki/Amazon_Kindle', u'https://en.wikipedia.org/wiki/Fork_(software_development)', u'https://en.wikipedia.org/wiki/Android_(operating_system)', u'https://en.wikipedia.org/wiki/User_interface', u'https://en.wikipedia.org/wiki/Fire_HD', u'https://en.wikipedia.org/wiki/Fire_HDX', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-10', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-engadget-kindlefire40-11', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-kindlefire-specs-12', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-13', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-14', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-15', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-16', u'https://en.wikipedia.org/wiki/Fire_OS#cite_note-17']",https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4060834,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4060834,1470860580000,1541654712933,Havachat,"
Just some more info:If It Helps ?
FROM - http://www.notebookreview.com/feature/screen-casting-101-the-wired-and-wireless-ways-to-share-displays-2015-update/
Miracast comes standard on all devices running Windows 8.1, and Android mobile devices running Jelly Bean 4.2 or later  although having 4.2 installed on your older Android doesnt necessarily mean your device is capable of mirroring content. Miracast functionality is a built-in standard with all Android devices manufactured with 4.4 and later. Most late-model Intel computers and laptops are also Miracast enabled, often under the Intel WiDi certification. Amazons Fire OS is also supported by Miracast. The Wi-Fi Alliance website provides information on all products that support the standard.
And - Like Roku, Amazon's $100 Fire TV box and $40 Fire TV Stick now support Miracast for screen mirroring from Android devices running Android 4.2 (Jelly Bean) or higher. Fire TV also mirrors the Amazon Fire Phone and Fire HDX tablets. Amazon does not mention support for Windows Phone devices. To start mirroring, press and hold the home button on the Fire TV remote, and select Mirroring. Then, pair your mobile device. The process for pairing an Android device is the same as for any other Miracast receiver.
With a Kindle Fire HDX, select Settings, then Display and Sounds. Next, choose Display Mirroring. Much like the Apple TV approach, the HDX tablet will then pair with the Fire TV box over your Wi-Fi network. Once the connection is made, any video and audio played on your tablet will be mirrored on your TV via the Fire TV box. Consequently, you can sling not only videos, but music and photos as well.
",[u'http://www.notebookreview.com/feature/screen-casting-101-the-wired-and-wireless-ways-to-share-displays-2015-update/'],https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4061212,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4061212,1470896280000,1541654712936,Warthog-Fan,"
We have a Kindle Fire HD (not HDX). The user's guide specifically states that if Display Mirroring does not appear in the Display and Sounds menu, then the device is not capable of mirroring, and this option does not appear in our Fire.
I think that this issue will be resolved in a roundabout way. My wife has been wanting to get a larger HDTV and we were at Sam's Club this morning and found a Samsung television that is capable of surfing the internet. (According to the salesman, LG televisions also have this capability). It will even accept a Logitech wireless keyboard and mouse via the USB port (or so the salesman said). So I think that it makes more sense to put the $100+ into the cost of the new TV. The existing 32"" model will make a great monitor in the computer room!
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4061252,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4061252,1470986400000,1541654712938,Animal,"
Might I suggest that you actually test the keyboard functionality before purchasing said TV. My neighbor got a 40 inch Samsung web enabled TV. The keyboard he wanted to use was limited to arrow key and enter key usability. Letters didn't work. It still brought up the onscreen keyboard and you used the arrow keys to navigate. Needless to say, the TV was returned. I never did find out what he ended up with if anything.
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4061271,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4061271,1470945420000,1541654712940,Trikein,"
+1 Finding the model TV in a store somewhere and trying it out. Some TV's user interface are better then others. Mouse lag can be a big issue on a large screen.
Also, what does your wife need to use the screen for? Web browsing? Email? Work? If it has anything to do with banking or signing into a secure website, I would't trust the browsers most TV's have. I only suggested a TV with integrated CPU when I thought it was for video streaming. Using a TV as a PC replacement is something else. 
Edited by Trikein, 12 August 2016 - 01:27 AM.
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4061319,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4061319,1470949920000,1541654712944,Warthog-Fan,"
Animal and Trikein,
Thanks for the suggestion on checking out the keyboard. The salesman told me that he uses the Logitech keyboard on his Samsung television at home, so I hope that he knows what he's talking about. However, since they did have this television on display and working, it would not be too difficult to take the keyboard in and try it out.
My wife plans to use the web function to watch internet programming. She enjoys a lot of Korean dramas and movies and many of these do not have Roku channels associated with them. Or she might want to look at things on eBay or Amazon. I never gave too much thought to the level of security on a web-enabled television, so I'm glad that you brought this up. We'll be sure to do any internet transaction like banking on the computer.
I'm going to read specs on any internet-enabled television that we plan to buy, as well as customer reviews.
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4091888,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/#entry4091888,1475013840000,1541654712949,Madison112,"
Hi,
Take a look here: https://www.amazon.com/gp/help/customer/display.html?nodeId=201540250
If this doesn't help, contact Amazon and find out what the problem is and if needed, fix the problem via an outside vendor.
Reply if this helps!!
",[u'https://www.amazon.com/gp/help/customer/display.html?nodeId=201540250'],https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],Will Chromecast losing power of tablet pc(AsusT100TAL)?,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,4077200,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/#entry4077200,1472882340000,1541654714256,BenXY,"
Hi all,
Following the title of the thread ""Will Chromecast losing power of tablet pc(AsusT100TAL)?"", let me add some more background details, I had tried ""micro USB to mini hdmi"" for projecting screen from my Asus T100TAL computer to wide screen monitor, after a few tries, I realized that my tablet pc will losing battery power even with charging connection by doing so.  So now, I am considering Chromecast with a purpose to routine screen projection from my tablet PC to wide screen monitor, but only if I can make sure my tablet PC will not losing battery power even with charging connection, I had two opposite opinions when I posted the question in Facebook group of related domain topic, so I figure I need to post the question to a more professional forum, so I post it here, thank you in advance for your attention.
Regards,
Ben
",,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],Will Chromecast losing power of tablet pc(AsusT100TAL)?,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,4077294,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/#entry4077294,1472866620000,1541654714259,Trikein,"
What power connector and power adapter are you using to charge? Sounds like it's a non-official replacement. 
",,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],Will Chromecast losing power of tablet pc(AsusT100TAL)?,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,4077644,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/#entry4077644,1472963040000,1541654714267,BenXY,"
Trikein, on 03 Sep 2016 - 07:07 PM, said: 
What power connector and power adapter are you using to charge? Sounds like it's a non-official replacement. 
Thank you for your attention. The reason I am here for the query derives from a purpose of purchase performance evaluation, so I can't answer your question before purchase made.
",,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],Will Chromecast losing power of tablet pc(AsusT100TAL)?,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,4078628,https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/#entry4078628,1473118140000,1541654714274,Trikein,"
I am sorry, I misunderstood your question. I think you are asking if a HDMI>Micro USB adapter will charge the tablet. I think the answer is NO. There is some power that runs over HDMI, but it is much weaker then that power you can run over USB. About 1/10th. Plugging it in this way when the tablet is off may ""trickle"" charge it, but it would take a long time.http://electronics.stackexchange.com/questions/28575/could-hdmi-be-potentially-used-as-a-power-supply-alternative-for-smartphones This site explains it well:
The specification of the +5V charge is 50mA(according to wikipedia) This is even lower as USB before enumeration(100mA) Any device wouldn't be able to charge , or it will be very slow at 50mA (10x slower than normal USB port at full power, 500mA)
I don't think the HDMI connectors are specified for high currents in excess of 0.5A. Furthermore, the +5V is probably used in the monior to power some small circuits for identification of itself to the PC/television/etc. , even if it's turned off.
",[u'http://electronics.stackexchange.com/questions/28575/could-hdmi-be-potentially-used-as-a-power-supply-alternative-for-smartphones'],https://www.bleepingcomputer.com/forums/t/625608/will-chromecast-losing-power-of-tablet-pcasust100tal/,keep up
www.bleepingcomputer.com,Internet & Networking,['Service Providers'],In Which Way IT Support in our Business?,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,3884841,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/#entry3884841,1449964620000,1541654714629,poppykirk,"
IT service is very essectial for the growth of any business now a days. How it make support for our business? Please guys i need your expart opinion.
",,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,keep up
www.bleepingcomputer.com,Internet & Networking,['Service Providers'],In Which Way IT Support in our Business?,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,3904212,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/#entry3904212,1452221400000,1541654714636,RolandJS,"
poppykirk, on 13 Dec 2015 - 05:27 PM, said: 
..How it make support for our business?...
From what little bit I've seen, IT constructs and maintains an infrastructure and interface.  Like a house's infrastructure - support-framework, plumbing, electrical, etc.  House's interface - washer, dryer, diswasher, bathroom & kitchen sinks, etc.  Poeple create load when using computers, printers, scanners, ethernet and wireless devices and so on.  Company's infrastructure if built sufficiently, maintained sufficiently, updated sufficiently - will successflly carry the load brought on by the daily business.  I mention all this because long long ago a network guru gave me some insight as what he does, how he does it, why he does it -- all to support the daily business intranet and internet load, along with providing technical support to the poeple working.
One quick example:  If IT properly sets up and maintains sufficient, well-thought-out anti-virus, anti-malware programs and processes, the endusers, the workers, may never see ""all that behind the walls,"" however, their possibility of getting a virus or malware is somewhat-to-greatly reduced ['cause it's impossible to entirely eliminate such without severely curtailing functionality].
Edited by RolandJS, 08 January 2016 - 08:27 PM.
",,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,keep up
www.bleepingcomputer.com,Internet & Networking,['Service Providers'],In Which Way IT Support in our Business?,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,3905145,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/#entry3905145,1452368100000,1541654714639,packetanalyzer,"
The key phrase in RolandJS's post is ""well-thought-out"".
There are so many companies that view IT as an afterthought because IT doesn't ""make"" them money. The problem with that view is that most work in the current work environment depends on IT. If IT decisions are not planned IT can end up costing a company more money when they have to buy new equipment, change IT configurations, or replacement software than if they simply spent the money at the beginning.
",,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,keep up
www.bleepingcomputer.com,Internet & Networking,['Service Providers'],In Which Way IT Support in our Business?,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,3906599,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/#entry3906599,1452492240000,1541654714643,dannyboy950,"
packetanalyzer, on 10 Jan 2016 - 01:05 AM, said: 
The key phrase in RolandJS's post is ""well-thought-out"".
There are so many companies that view IT as an afterthought because IT doesn't ""make"" them money. The problem with that view is that most work in the current work environment depends on IT. If IT decisions are not planned IT can end up costing a company more money when they have to buy new equipment, change IT configurations, or replacement software than if they simply spent the money at the beginning.
Now this is one of truest statements I have ever read.  At least most of the companies around here.  Not as bad as it used to be, many have slowly learned the hard way.
",,https://www.bleepingcomputer.com/forums/t/599234/in-which-way-it-support-in-our-business/,keep up
www.bleepingcomputer.com,Internet & Networking,['Networking'],xfinity bridge mode to sonicwall firewall help,https://www.bleepingcomputer.com/forums/t/684187/xfinity-bridge-mode-to-sonicwall-firewall-help/,4579129,https://www.bleepingcomputer.com/forums/t/684187/xfinity-bridge-mode-to-sonicwall-firewall-help/#entry4579129,1538204580000,1541654717022,odel2411,"
hi guys , i am a network student and this is my situation .,,, i want to connect sonicwall firewall nsa 220 to my xfiinity router and do dhcp through my firewall and wifi traffic going to a Cisco AP (already configure with 2.5 and 5 )connected to my sonicwall ,, so i can start playing with firewall rules, policies etc.... so will be like this Internet>>>Xfinity router>>>sonicwall >>>Ap .
Now,, do i need to put my xfinity router on bridge mode to disable dhcp on my xfinity router???
if , so.. my firewall WAN need to be configure with the router LAN IP gateway (10.0.0.1) or with my public ip ???
my new LAN dhcp pool on my firewall needs to have a diferent subnet like 10.0.1.1 or not ???
Thank you guys , hope you can help me understand this.
",,https://www.bleepingcomputer.com/forums/t/684187/xfinity-bridge-mode-to-sonicwall-firewall-help/,keep up
